R_mr,c_mr,theta0_mr,tw_mr,R_prop,c_prop,tw_prop,RPM_prop,span_wing,theta0_wing,AR_wing,l_rod,GW,Max_dBA
2.007,0.582,18.46486953,-4.17,3.406,0.396,-17.8,2449.194924,42.76571924,10.63354305,14.56191566,8.564659419,3088.54,78.277131
1.847,0.521,20.92544493,-11.46,4.072,0.299,-16.72,2162.945377,41.33641995,14.37925507,13.78413682,7.960058804,2703.534,79.166659
2.35,0.539,14.92395516,-7.98,3.612,0.36,-17.95,2113.68095,41.23128889,11.88082915,13.07337428,8.097795067,2807.797,83.748975
2.101,0.664,15.63655473,-1.67,4.096,0.365,-12.57,2426.744928,34.00782387,13.77970168,11.35614275,7.863203283,2830.298,76.544777
1.92,0.525,17.18866298,-6.81,3.745,0.38,-14.63,2243.899112,37.94019303,12.68630372,14.64771253,8.510427933,2989.172,83.705209
2.059,0.544,17.54952368,-5.05,3.995,0.315,-12.86,2201.105972,36.63961074,10.39134562,13.72833404,8.615244092,2587.255,74.986631
1.926,0.621,21.39512469,-14.65,4.041,0.343,-12.24,2561.775883,34.17253379,11.20616264,10.49071375,6.62792081,2720.853,87.035598
1.823,0.657,14.83876175,-6.19,3.581,0.369,-14.14,2637.445194,38.09103316,13.59652286,10.34113395,7.884376203,2734.277,84.249066
2.097,0.755,23.70954157,-11.4,3.622,0.326,-17.85,2549.28679,33.24429022,11.64155065,10.34598314,8.560323765,2899.832,70.079482
1.92,0.737,17.4896265,-1.11,4.089,0.396,-15.49,2505.036809,43.12096333,13.11229113,11.23159218,7.92532368,3559.083,79.589728
1.904,0.703,19.49330922,-12.2,3.611,0.347,-16.36,2406.564954,37.74315549,11.82478477,14.20918474,6.882083177,2548.685,88.205607
2.057,0.698,19.79283183,-4.03,3.689,0.375,-12.35,2286.504128,35.85953632,13.22464837,12.40736286,6.679696894,3396.787,75.51657
2.215,0.537,19.46798995,-6.25,3.267,0.351,-14.66,2598.174881,36.95059903,14.26583124,12.28366668,6.835789118,2701.945,66.755682
2.126,0.671,19.0173706,-13.33,4.107,0.429,-12.61,1978.489615,37.9168644,12.44572381,14.5825423,7.757057643,2915.837,88.549415
2.301,0.661,21.73586615,-8.54,4.078,0.384,-16.68,2476.506307,38.4946804,13.885174,13.02435644,8.11424944,3046.894,64.526439
2.285,0.545,17.0726407,-7.91,3.558,0.366,-12.8,2150.338738,41.77464186,14.08909623,12.13034658,7.350592371,2963.877,77.653707
2.28,0.719,23.72697546,-11.81,3.818,0.383,-15.78,2488.594259,41.12174148,11.81951711,10.82046499,8.622730601,2953.866,63.678301
2.131,0.63,20.61384168,-6.23,3.908,0.398,-17.61,2200.0983,33.10917549,13.22834654,11.2673711,8.631376815,3192.278,72.221363
2.299,0.507,22.01773542,-10.99,3.815,0.351,-17.83,2448.940701,35.059118,13.32954503,11.64356963,8.99898335,2553.102,62.855674
2.203,0.585,18.54906474,-10.44,4.025,0.376,-16.57,2537.053324,33.46101322,13.66799804,14.00227875,8.379308154,2743.488,78.429903
2.16,0.537,16.0314964,-11.48,3.469,0.398,-12.7,2481.599812,35.29822763,14.66765219,14.2231671,8.363703127,2376.321,88.229052
2.035,0.619,13.71933575,-1.16,4.01,0.297,-13.12,2600.206224,38.57915991,12.24979998,11.80067247,8.640649391,2891.437,83.937688
2.342,0.692,21.99485177,-14.83,3.669,0.421,-15.69,2546.004753,37.28583524,12.29040002,13.71632401,8.018661609,2517.356,66.437244
2.008,0.575,15.2451702,-6.39,3.312,0.41,-14.1,2265.043514,35.50002334,14.60505668,14.01755457,8.831794694,3290.543,92.987906
2.048,0.613,21.52729229,-5.59,4.141,0.382,-16,2136.774139,34.24812754,11.45754915,12.3562438,6.49401243,2853.602,67.456667
2.074,0.538,14.79231579,-5.64,3.221,0.341,-15.47,2530.244711,43.18384286,13.6241304,12.44867807,7.556811085,2872.388,81.576176
2.061,0.74,15.85597815,-0.39,4.095,0.359,-14.07,2264.071402,36.64631882,13.73587097,13.18164279,8.637619616,3407.642,81.933156
2.329,0.601,15.52717245,-1.52,3.652,0.35,-13.7,2491.205049,41.829118,13.31765165,13.62958585,7.661621672,2690.127,65.745223
2.042,0.62,21.7467139,-8.93,3.986,0.305,-14.02,2492.973681,40.05303084,10.91890087,11.6423241,6.765274509,2733.582,71.018487
2.167,0.539,16.47258414,-6.68,3.951,0.423,-16.71,2238.485907,37.420531,12.77467088,14.852709,8.32794902,2443.411,76.396963
2.13,0.562,16.09094599,-3.75,3.865,0.307,-12.79,2429.164572,34.30692095,12.75552724,11.00929486,7.567518567,2507.169,73.209678
1.935,0.591,23.28995219,-13.6,4.184,0.423,-15.27,2273.691203,40.09512146,10.16612659,13.72316356,7.815642614,2774.159,79.687067
1.91,0.669,22.6760142,-5.23,3.376,0.403,-13.62,2470.188489,39.45619316,13.82422084,11.57073284,7.752685256,3082.951,73.631066
1.966,0.695,16.33870196,-7.41,3.867,0.403,-14.61,2096.597015,37.41737518,14.69148903,12.18204219,6.878359253,3134.489,91.310498
2.302,0.703,22.70209914,-9.47,3.689,0.37,-14.43,2352.365174,39.91352836,11.28974692,12.58240434,7.642211768,3293.157,66.232936
2.162,0.575,15.43599817,-9.56,3.529,0.308,-13.22,2633.617712,40.40140053,11.20123255,14.69267811,9.417388969,2388.983,83.634887
2.098,0.634,20.82155122,-8.66,4.109,0.385,-14.97,1982.030116,37.69153584,10.97651573,11.04481294,9.583726473,3319.321,76.790989
2.129,0.692,15.04097783,-5.16,3.821,0.387,-16.47,2572.283286,40.75508497,11.09184564,13.12866052,7.358038268,2537.078,80.770862
2.177,0.58,15.06475013,-0.03,3.492,0.333,-15.21,2376.761827,39.3985997,12.70168033,11.07930645,8.030823266,3263.565,77.027345
1.947,0.721,23.03378117,-13.8,4.005,0.36,-12.18,2555.933987,33.72848098,13.9197269,10.47929874,9.322871143,3148.279,82.090413
2.077,0.519,19.81209326,-11.51,3.163,0.422,-14.39,2562.367497,34.89555528,13.54441336,13.54763928,7.961671857,2887.898,83.01318
2.112,0.59,13.80904407,-0.28,4.18,0.3,-12.66,2601.732282,40.21803848,14.62081801,11.41610518,9.126714226,3166.455,81.350137
2.212,0.528,16.18992636,-1.37,3.839,0.388,-12.76,2304.602603,40.6635706,10.94468993,11.98868232,6.474164697,2642.015,67.358162
2.234,0.732,18.35924295,-12.31,3.799,0.325,-12.48,2052.082318,41.73329457,13.29629228,11.24683903,7.831379582,3065.058,86.354143
1.952,0.559,19.77723794,-0.35,3.989,0.376,-16.6,2468.655341,42.53536352,11.63398341,10.08954651,6.418873774,3463.22,75.573979
2.121,0.755,22.58186581,-1.08,3.658,0.378,-17.42,2341.344957,39.718982,13.94626955,10.200096,8.007522594,2467.247,79.069121
2.167,0.571,19.60612692,-14.99,3.931,0.382,-17.23,2048.377025,41.69215033,12.58070176,14.06698685,6.970304116,2701.602,85.005962
2.133,0.63,17.12895767,-0.22,3.846,0.367,-12.73,2338.904915,38.0335425,13.51066288,11.78087045,6.883934078,2964.82,68.826959
1.895,0.752,17.20137169,-9.57,3.988,0.432,-12.49,1993.358566,35.01143898,14.23290919,13.33672932,6.673200325,3289.391,96.306521
1.828,0.669,18.79409588,-8.72,3.718,0.427,-12.35,2625.170318,43.17001498,10.30887153,13.49539224,9.190671542,3249.976,78.522234
2.231,0.602,20.86686046,-6.41,3.81,0.316,-14.5,2289.029062,37.73810592,10.01613633,12.73443576,9.229149408,2899.415,64.912707
2.156,0.648,23.57144311,-9.71,3.24,0.319,-13.88,2557.469835,36.04450081,14.06205921,13.79662874,7.989537549,3434.926,71.501026
2.01,0.747,22.43158073,-13.43,3.708,0.329,-15.16,2187.051802,37.54597814,14.6316532,14.84636241,9.427405615,3574.11,88.538907
2.172,0.67,22.22874211,-5.43,3.619,0.368,-15.23,2445.20377,35.24750829,11.6792754,11.32287997,7.222614635,3111.492,65.218523
2.365,0.537,20.57354576,-14.72,3.536,0.406,-14.91,2359.945288,32.8489734,12.26235894,11.33990421,9.457598553,2668.118,74.002822
2.108,0.531,17.20336437,-2.73,4.189,0.392,-15.49,2270.657112,42.53920339,13.54816897,14.8382219,7.632765017,2750.196,72.463627
1.978,0.613,20.29679225,-4.9,3.638,0.324,-15.73,2340.752797,41.56277251,10.83914891,12.19955199,9.143692249,3694.48,80.586644
2.191,0.704,16.73205926,-6.62,3.582,0.426,-13.12,2579.302742,38.4368732,14.40219573,12.37610535,8.055921242,2623.89,76.005891
2.226,0.749,23.05962808,-5.52,3.593,0.353,-16.06,2609.317271,41.93460532,11.18704567,14.38703624,7.689077673,2812.656,61.950586
2.218,0.695,17.44984469,-6.18,3.274,0.387,-16.12,2364.853163,41.25455938,14.41672932,11.33800081,8.100058703,3434.2,80.462641
1.838,0.585,21.59290069,-13.58,3.442,0.344,-15.34,2409.699988,37.80307323,13.43098847,11.92809046,6.978130842,2923.811,85.002234
2.179,0.596,14.73791463,-2.17,3.857,0.4,-16.34,2332.243035,34.66673524,14.45005952,12.16998931,9.393625426,2679.076,75.266111
2.12,0.574,17.39769984,-5.47,4.145,0.389,-16.52,2266.960241,42.60403918,11.28109162,10.67681228,7.95662839,2672.312,74.611431
2.291,0.535,20.30732575,-4.22,3.93,0.35,-15.14,2313.09546,35.22109979,13.68296338,12.95448205,6.402253124,2673.709,63.278181
1.898,0.72,22.00815189,-5.59,3.311,0.301,-14.23,2571.00627,40.98784112,10.1800651,14.11835727,7.343489256,2888.056,75.183232
2.025,0.628,13.64907377,-2.89,3.645,0.329,-17.78,2570.223869,38.41209171,13.89536363,11.31171384,8.357528277,2568.805,85.716933
2.114,0.556,17.90336405,-5.86,3.775,0.387,-16.05,2243.29711,37.88991935,12.0032114,11.1987967,9.374005254,2889.359,75.353383
2.313,0.717,18.1750677,-3.67,3.99,0.365,-14.63,2150.590484,42.95477916,10.0368342,14.67901141,8.020754466,3118.718,67.750932
1.887,0.587,20.63846317,-12.35,3.218,0.401,-15.63,2501.341614,41.56824767,13.68691115,14.54050896,7.189528126,2795.813,80.560864
2.241,0.755,19.48152897,-1.91,3.949,0.369,-17.67,2615.813848,38.05691906,13.25819501,13.13867558,7.927128993,3451.327,67.161943
1.851,0.738,20.89673775,-4.42,3.761,0.304,-15.29,2606.94901,36.97076158,11.79754047,13.9073951,8.237177677,2410.513,73.46403
2.371,0.647,23.14413067,-10.34,3.69,0.418,-17.91,2144.584733,38.4302865,11.1666628,10.3805146,7.722018724,3467.858,65.943151
2.299,0.683,18.6039117,-0.68,3.797,0.374,-14.53,2452.727749,38.45638893,12.8197279,14.21373008,9.51108824,3312.799,64.476599
2.072,0.648,21.81518852,-14.65,3.931,0.303,-15.6,2041.083614,36.88516361,10.12491651,13.91246276,9.549731847,2738.009,78.485564
2.335,0.6,19.16024007,-14.22,3.451,0.297,-13.01,2437.795818,41.37949132,14.31897869,11.87517655,6.99381369,2768.317,78.018763
1.872,0.604,16.4751634,-5.19,3.621,0.318,-13.56,2303.838576,42.47283287,11.80704313,14.78045913,8.39726483,3536.623,81.951136
2.201,0.614,15.64932029,-7.64,3.711,0.397,-15.41,2138.936269,39.01320518,14.54906074,14.67140362,7.371619135,2823.631,84.77416
2.106,0.677,22.82785592,-13.06,3.856,0.331,-16.41,2347.76366,41.32371673,12.42554362,10.15910141,9.534314898,2873.957,74.041259
2.147,0.566,19.91310434,-12.55,3.74,0.378,-15.96,2435.02799,38.98709027,11.41768627,14.73032422,7.606799521,2355.388,74.713386
2.241,0.545,19.67472113,-8.61,4.181,0.373,-17.22,2391.202559,41.91136038,13.43629755,13.04774325,8.229679635,2739.221,69.928376
2.096,0.534,20.98318086,-14.48,3.783,0.382,-15.45,2250.702835,38.4084457,12.32549463,14.82748266,6.760695638,2464.54,83.58102
2.326,0.634,18.52324607,-5.67,4.086,0.35,-16.23,2196.396871,39.31143214,11.28899421,12.28341997,6.410768596,2663.94,64.350594
2.238,0.693,22.69567032,-9.12,4.11,0.341,-16.27,2124.878355,34.25352741,13.10862919,10.61820152,7.101576672,3284.07,67.847437
2.301,0.583,20.42156602,-2.65,4.166,0.329,-14.52,2502.954756,41.85065688,12.72423049,10.48181863,7.929457624,3320.066,64.338542
2.02,0.551,20.61615162,-2.5,4.173,0.379,-15.81,2228.076837,42.44182191,13.63350262,14.56918641,8.207040189,3302.43,71.522732
2.332,0.51,21.31262994,-10.16,3.318,0.327,-14.53,2580.285434,34.14034687,14.61797872,12.29706568,7.182999924,2893.991,66.181732
2.235,0.616,16.65516851,-12.16,3.633,0.399,-15.04,2179.348525,33.03767361,14.54156289,11.68468597,7.985208038,2779.086,88.906442
1.974,0.592,18.53164536,-13.79,3.684,0.405,-14.45,2191.239391,38.27566514,11.11503423,10.18548925,7.840714825,2574.184,88.258409
2.167,0.521,17.65628874,-4.91,4.027,0.331,-12.25,2002.28306,34.45981812,13.54651579,10.33220303,8.110456819,3216.431,77.193383
2.111,0.646,16.0974942,-2.82,3.328,0.426,-12.89,2318.195626,42.13496428,13.52438998,10.54340333,8.532260518,3521.766,86.688184
2.127,0.725,21.9618305,-13.59,4.021,0.347,-16.01,2205.60775,40.74358418,13.12017959,14.10814447,9.083097261,2782.753,76.430588
2.371,0.602,19.45269981,-14.57,4.016,0.425,-14.2,2539.182484,40.25163415,13.09595309,11.6866502,6.44972478,2671.833,76.07122
1.932,0.518,22.98528432,-8.84,3.797,0.349,-15.42,2333.698826,36.55008273,13.56656444,14.11565792,6.670477221,2759.318,72.003862
1.972,0.583,21.92279888,-9.44,3.902,0.336,-17.16,2226.142743,34.62518278,13.47979428,13.47358908,6.735494045,2914.125,76.40891
1.943,0.668,20.98716375,-2.51,3.781,0.368,-15.16,2626.424594,37.17425799,11.58543681,11.0813596,7.216422096,2725.265,68.977116
1.89,0.58,20.91717718,-1.84,3.797,0.42,-14.07,2500.397043,40.8799344,10.11683563,14.29030444,7.303123668,3138.237,73.730527
2.219,0.601,23.29829914,-8.34,4.018,0.39,-17.16,2190.80052,37.96911606,12.95583253,12.78768427,6.923670154,2922.746,63.885385
1.988,0.722,19.51979468,-9.97,4.015,0.431,-14.38,2134.035732,38.08313261,10.13470517,14.67697574,8.924137163,2741.473,81.472836
2.276,0.551,20.65309247,-6.78,4.074,0.302,-16.4,2370.485939,40.53224422,12.90211151,10.28954739,9.473469609,2799.755,63.210022
2.126,0.583,16.95190519,-4.58,3.685,0.307,-15.38,2023.491812,37.32409208,11.04315111,12.45094089,8.271335313,3116.828,79.168436
1.957,0.56,19.62676809,-8.76,3.77,0.347,-17.11,2251.763235,39.29043891,10.49949446,11.42771004,8.936050752,3055.713,83.10489
2.354,0.7,23.26874644,-5.14,3.471,0.311,-17.76,2515.084666,37.88663006,13.72687693,10.0355913,8.246406069,3832.86,64.708648
1.859,0.67,21.50243517,-5.17,3.95,0.346,-13.13,2240.28172,36.8399373,10.31100345,13.3300596,7.124861381,2760.219,75.321092
2.047,0.602,22.03274409,-9.54,3.354,0.421,-16.51,2408.883037,36.28484967,11.19541968,13.74255876,7.002524367,2808.925,71.998778
2.086,0.669,23.61048594,-3.83,3.861,0.361,-12.53,2442.510278,40.5569712,13.79674417,12.86082498,8.871098778,2810.095,62.124771
2.069,0.546,19.68341938,-9.07,4.018,0.334,-14.74,2514.630187,36.29858385,10.19490686,14.14413691,7.657387155,2561.797,74.381483
2.027,0.559,14.10809296,-0.62,3.645,0.422,-14.4,2574.494445,33.04460589,11.02587672,13.7694006,8.500868007,2752.772,81.101427
2.323,0.549,16.2427743,-1.17,4.01,0.332,-16.64,2239.854168,36.75224837,12.52588051,13.76006808,8.563719223,2891.029,65.499823
1.933,0.549,23.48106563,-14.44,3.668,0.394,-12.28,2629.260984,36.49574344,13.78923625,10.36037019,7.306473941,2448.448,75.975965
2.049,0.677,19.38472562,-1.24,3.936,0.339,-12.65,2367.228458,37.18346783,13.91872604,12.49003404,7.706796983,2961.952,69.097801
2.241,0.507,21.26299076,-2.65,4.151,0.41,-12.75,2448.483401,42.42262416,12.42923392,14.49791888,8.728545276,3663.78,70.100114
2.214,0.742,21.08869329,-11.29,3.911,0.405,-16.54,2567.986329,33.11225827,11.07225903,11.36721692,9.029636139,2848.37,72.931186
2.258,0.681,18.17444292,-12.8,3.724,0.379,-15.71,2558.300692,41.84638973,11.67106953,11.13351281,7.474414439,2441.191,78.849789
2.269,0.642,16.14242912,-4.38,4.199,0.359,-12.67,2141.160107,39.01707739,11.74353356,10.45662439,6.603811279,2615.415,70.193137
2.116,0.747,20.34123516,-1.6,3.583,0.339,-17.28,2432.723864,33.4844112,13.78109757,13.12009707,8.557635268,2872.859,83.568939
2.139,0.692,22.48014195,-13.65,4.176,0.423,-17.58,2475.885596,38.99039849,10.28366198,10.57409637,7.113129207,3158.437,77.981958
1.845,0.604,20.67968328,-11.17,3.512,0.351,-12.49,2560.85889,40.14771001,10.959342,14.37611746,6.694867436,2794.33,80.836856
2.26,0.629,14.20493535,-2.35,3.973,0.304,-13.83,2483.936914,33.12907936,10.77366755,12.12488144,7.562309889,2443.915,70.852671
2.318,0.679,21.6150807,-2.7,4.131,0.371,-14.81,2374.737471,41.96525371,13.9259203,13.84381887,7.812792965,3314.198,62.949685
1.951,0.688,19.10978766,-1.1,3.249,0.356,-14.49,2617.336424,41.48856275,12.28219467,10.25564055,6.556035735,3017.246,74.56155
2.239,0.51,21.25127119,-13.28,4.121,0.312,-14.26,2404.53214,40.04739761,11.34825386,11.58105678,9.290920663,2513.927,70.759095
2.287,0.668,20.00398099,-8.88,3.687,0.371,-17.32,2184.048856,34.25643778,12.42761226,13.78587494,7.813752915,3262.245,72.994501
2.291,0.619,23.64405448,-3.21,3.362,0.373,-15.03,2570.7528,41.24370028,13.332749,11.29416694,8.638067512,3794.465,64.903257
1.904,0.712,17.29226839,-4.86,3.93,0.373,-17.34,2465.546163,36.29612884,10.65064566,10.57171445,8.600378102,3074.366,86.262924
2.31,0.683,14.97362927,-8.72,4.141,0.333,-17.38,2090.510495,38.07312117,10.90144521,10.47567568,8.752484025,2578.729,82.929729
2.235,0.621,15.68493842,-2.99,4.159,0.373,-13.77,2087.682848,39.08119762,11.38683977,13.7084944,7.425727064,2879.192,73.044286
2.174,0.71,15.52348101,-8.2,3.959,0.351,-17.62,1984.869291,35.54484109,11.78814966,11.37959883,7.102971002,2929.529,89.521163
1.944,0.74,15.3801453,-8.19,4.083,0.362,-14.03,2378.584797,38.50991389,10.85320925,13.06402907,7.444107421,2500.233,89.773138
2.124,0.713,23.3731205,-3.98,3.528,0.369,-14.88,2557.333756,40.96321371,13.58013076,12.95036243,9.058491281,2613.717,60.390688
2.33,0.593,22.67923062,-10.86,3.882,0.356,-16,2124.076071,36.7193429,10.74547401,11.14609702,7.801625607,3060.743,64.660566
2.231,0.504,16.70907216,-11.37,4.146,0.37,-14.67,2257.024966,34.80801679,14.13279264,11.24137219,7.883660947,2277.22,79.918265
2.243,0.734,18.62183305,-1.88,3.881,0.341,-12.66,2375.670783,36.0141261,13.50682395,10.7523852,9.170797796,3141.566,65.983438
1.909,0.72,21.40072251,-8.5,3.865,0.417,-15.8,2170.769647,36.45858116,13.09248456,10.50640959,9.415193196,3907.528,93.275376
2.321,0.663,15.91316618,-3.1,3.989,0.406,-12.68,2604.278438,41.52074682,11.3695191,10.03156465,9.08501764,3181.918,73.501549
1.987,0.519,19.29726765,-8.83,3.206,0.42,-13.83,2467.487488,35.85755896,10.64220742,12.90919313,6.591016641,2677.482,80.65084
2.186,0.589,13.92701271,-5.61,4.075,0.354,-14.26,1987.540909,33.55731305,12.61209778,10.20651819,8.217049538,3061.31,91.61159
1.893,0.509,20.66812109,-2.66,3.895,0.372,-15.03,2599.997251,39.93402402,12.77088559,14.32780982,6.916513726,3643.577,78.819663
2.158,0.626,16.89371923,-9.25,3.717,0.343,-12.47,2606.494403,35.64860634,10.73923688,14.68489988,6.685387595,2351.415,78.352035
2.373,0.527,19.27227258,-6.66,3.566,0.413,-12.33,2272.299148,33.16696769,11.49568281,11.47601396,9.089149053,2961.695,65.583201
2.264,0.565,23.84105245,-11.05,3.778,0.332,-13.19,2282.114307,35.87030296,10.59186982,13.19257154,6.726528854,2699.175,63.07326
2.328,0.746,15.58398141,-10.33,3.75,0.366,-16.65,2559.751086,40.17524528,10.85589688,13.09590645,6.900417134,2417.828,81.494483
1.963,0.584,19.24600153,-2.96,3.871,0.301,-15.2,2533.967715,35.15326908,13.0089686,14.51130405,7.521138005,2896.149,73.760787
2.022,0.74,22.8341158,-6.22,3.245,0.324,-15.33,2518.687179,40.13966469,10.62044777,12.97102267,7.393766564,3036.443,70.631178
2.103,0.588,22.40309048,-9.62,3.563,0.371,-15.72,2377.382509,42.3298622,13.31821925,11.44201391,7.678823488,2948.085,70.889465
2.082,0.698,19.7436496,-0.24,3.745,0.361,-17.52,2628.832455,38.89408121,10.29598947,14.53154535,6.525093755,2636.553,65.954863
2.073,0.565,18.23096782,-3.49,3.333,0.345,-16.28,2306.978049,33.8042997,13.09932906,12.46448291,6.557585374,3097.63,74.791382
2.127,0.563,17.46318568,-2.05,3.535,0.415,-17.75,2592.535045,40.39189132,11.23203866,13.47735178,7.233829649,2689.061,68.169076
1.943,0.522,22.39774338,-6.57,3.511,0.412,-15.03,2625.68152,35.35026441,11.45266669,13.72657949,7.122497089,2740.983,68.765854
2.102,0.614,16.43856714,-3.45,4.112,0.355,-15.56,2265.413199,40.66722824,13.38087901,13.50704225,7.517509193,2692.364,75.513061
2.054,0.7,16.02116722,-5.22,3.775,0.408,-14.53,2228.181685,38.16166207,12.89584994,14.50313847,9.189789871,3082.12,84.781713
1.951,0.689,19.65200482,-13.89,3.413,0.318,-17.55,2341.147012,36.61899253,13.36409614,12.40431054,8.112245613,2846.307,91.641934
2.102,0.508,21.60207117,-14.78,3.921,0.363,-12.74,2447.646833,33.26496829,12.63545509,11.08869328,7.645133971,2376.216,76.309471
2.216,0.592,21.8950629,-6.59,3.821,0.304,-16.31,2313.468412,37.40393738,14.47691477,12.83608199,6.46068572,2968.085,65.864516
2.149,0.701,19.97002155,-14.73,3.561,0.419,-17.67,2207.368647,33.40018465,13.96763317,11.29934608,6.744370991,2782.996,84.476177
2.304,0.604,16.72224463,-5.38,3.16,0.414,-14.18,2556.921649,39.34962908,11.00258131,14.21151322,8.535362641,2929.632,73.816157
1.908,0.739,13.87678391,-3.79,3.978,0.34,-14.45,2329.59448,35.52311285,10.84251832,14.36778187,8.983774695,3016.911,94.561404
2.173,0.677,16.25939977,-10.84,4.038,0.338,-13.37,2479.370333,33.36031584,12.13479343,14.37270327,6.681022628,2389.818,84.61663
2.399,0.655,20.26657513,-14.24,3.559,0.321,-16.17,2265.960148,38.87007892,14.39019983,13.24162389,6.742685253,2821.407,73.153514
1.972,0.542,15.77043665,-3.87,3.787,0.311,-17.7,2256.841995,38.17396994,10.92877471,14.24661676,6.724119552,2645.319,83.011054
2.141,0.749,19.9565696,-1.72,4.177,0.384,-14.78,2472.170169,35.76668806,12.80250828,10.67248521,7.017255931,3067.621,67.07654
2.242,0.547,16.11230716,-10.18,4.083,0.388,-17.1,2177.200158,38.81690093,10.10518245,13.46692141,9.238678637,2487.191,81.596642
2.18,0.66,17.58822419,-9.04,3.392,0.401,-14.44,2411.855266,37.35673249,12.8326159,10.54026342,9.394377785,2875.134,81.098458
2.025,0.632,21.71807692,-1.61,3.469,0.418,-13.52,2558.393205,37.71680023,10.13329948,10.29540661,8.199648519,3029.925,67.140297
1.925,0.513,20.77171464,-10.42,3.931,0.432,-12.31,2591.687915,39.69846422,13.76005772,13.13244826,8.305418264,2922.122,80.116676
2.103,0.535,16.88141414,-1.74,3.503,0.431,-14.27,2174.839776,39.43051246,10.81044687,14.08815363,7.687379368,3073.421,74.837611
2.392,0.595,16.14739612,-10.95,3.975,0.41,-14.02,2077.279453,38.25555438,10.70173834,11.14077523,6.536766516,2715.352,81.447258
2.124,0.701,19.49124809,-13.32,3.63,0.386,-17.42,2589.309818,41.320655,13.5514392,13.31650911,7.68350404,2461.415,80.273096
2.294,0.567,19.07014579,-1.9,3.574,0.37,-15.92,2445.165185,40.57997909,12.78247845,13.23393841,9.263805763,3110.155,63.569964
2.038,0.693,15.55386625,-6.99,3.316,0.434,-15.06,2578.037161,35.75523104,10.86406369,11.7301344,7.16714608,2770.668,90.080897
2.055,0.61,16.04130899,-1.02,3.367,0.41,-13.02,2533.220717,40.43355264,10.26842741,13.38152506,9.315721306,3012.639,76.301183
2.376,0.612,14.32657177,-9,3.642,0.425,-15.89,2500.053164,42.26167519,12.61469656,13.00612904,6.730792602,2392.91,82.608534
2.138,0.576,14.88717752,-0.95,3.691,0.313,-14.74,2495.190576,34.32362905,12.92809996,14.49144447,9.049191702,2682.554,73.795771
2.28,0.589,16.77355567,-7.6,4.126,0.409,-12.14,2025.799173,41.48103189,14.52113536,13.22671685,8.608692042,2986.083,78.531893
1.829,0.592,21.49298697,-12.18,3.776,0.328,-14.37,2306.668603,38.39077694,10.83096384,10.65181911,8.525950469,2883.25,82.242016
2.117,0.686,19.11891244,-0.91,3.723,0.339,-14.78,2618.378344,41.25777853,12.19573547,13.39707746,6.495790337,2926.769,67.050195
2.383,0.526,17.30008442,-7.04,4.08,0.327,-16.2,2011.536334,34.28691133,12.58377111,10.60084809,7.428715482,3089.499,73.112362
2.131,0.517,19.30492073,-11.73,4.174,0.434,-15.47,2013.74922,40.31351327,12.11543558,13.66462219,7.166810167,2596.942,85.996877
2.18,0.71,23.76199882,-4.84,3.187,0.387,-15.67,2326.111257,38.59636517,9.99012117,13.69202604,6.427775024,2868.856,64.734045
2.341,0.591,17.0789902,-4.79,3.845,0.392,-16.55,2272.972113,38.24910022,10.26647187,13.17440398,6.949378527,2638.972,65.783843
2.272,0.611,17.51712377,-9.79,3.624,0.362,-13.38,2517.833518,36.41916219,10.07615386,13.05559568,7.728575169,2405.353,72.515985
2.057,0.521,18.18569475,-10.78,3.42,0.394,-15.3,2276.975465,37.36741749,13.35329625,11.14264523,8.483747692,2803.259,85.102653
2.135,0.567,20.38765447,-2.29,3.69,0.356,-16.47,2468.280753,34.81551149,11.97806478,14.27586126,6.47175851,2755.799,64.705246
2.197,0.639,20.06707576,-8.48,3.207,0.393,-12.71,2603.166592,38.59426287,11.28219379,11.19335749,8.145021543,2944.406,72.667638
2.192,0.597,20.41437578,-3.82,3.707,0.332,-15.28,2349.60874,40.30959634,10.9102071,10.96101274,9.121016357,3558.003,70.300837
2.209,0.681,23.62896471,-10.76,3.833,0.342,-14.58,2177.682907,37.20490498,13.42449053,11.89871226,9.22633001,3725.014,73.039536
2.33,0.672,18.6852807,-7.72,3.435,0.413,-14.2,2475.621708,41.61579057,10.44715459,13.26494649,7.297387728,2983.591,70.352396
2.267,0.519,20.2487261,-11.74,4.011,0.319,-14.8,2388.793518,40.83168559,10.29305748,11.51122868,8.819076448,2484.938,69.12495
1.991,0.613,19.74795454,-4.16,4.105,0.316,-15.69,2338.398265,34.04041406,10.43656257,10.39803582,6.40404736,2724.393,70.773216
2.19,0.573,22.35924329,-9.47,3.336,0.358,-16.43,2422.921362,41.24868501,13.60616943,11.52371027,9.110385276,3461.732,72.80226
2.295,0.69,21.06704926,-5.11,4.116,0.41,-15.76,2295.584247,39.16948222,9.985711286,12.22610766,9.070207215,3054.658,62.414043
2.021,0.594,22.1410998,-7.61,3.667,0.413,-14.35,2509.125847,33.47921951,13.68156095,12.57739779,8.347933238,2996.603,71.951218
2.123,0.585,16.64886736,-2.5,3.9,0.371,-13.69,2349.300782,42.94997851,11.19047855,10.79679936,8.943016391,2882.282,74.129283
2.002,0.555,16.90227339,-1.42,4.183,0.399,-14.89,2498.071503,43.00113664,14.28171366,14.58976851,6.483633351,3308.79,78.592219
